player_id,session_frequency_weekly,avg_survival_time_min,kd_ratio,win_loss_streak,currency_balance_uc,lifetime_value_usd,royale_pass_tier,days_since_last_session,churned
UID_10021,12,2.6636740370412597,2.904272673954564,2,645,1.774372853844074,62.0,9,0
UID_10022,15,15.431300951872569,1.3008286812167411,-2,4826,112.65235148941784,84.0,27,0
UID_10023,0,3.9364206440517417,2.2772567607634846,-2,4263,98.35095492213792,62.0,22,0
UID_10024,9,9.640340671052831,2.016300759668118,-1,609,30.572101800298444,7.0,7,1
UID_10025,16,17.444752984836832,2.594905246025879,2,454,24.81079060851736,75.0,17,0
UID_10026,3,12.321400095477314,0.7280612315359164,-1,2953,15.938646124105569,84.0,20,0
UID_10027,18,6.61127611035347,2.0488411679987517,2,1708,32.377804334409795,80.0,0,0
UID_10028,8,8.423481453700159,999.9,4,3472,2.2695721540345475,4.0,22,1
UID_10029,12,15.39798874467338,0.0930084108615085,-5,2969,95.59257593492768,6.0,7,1
UID_10030,8,8.348166841414317,0.5533931898673798,4,3028,1.8032480468316217,58.0,28,0
UID_10031,33,13.082292947909874,0.0,3,4797,19.95313477086502,22.0,5,0
UID_10032,14,12.227859199519068,1.2844745324443538,0,2681,134.11143933070966,26.0,4,0
UID_10033,4,8.741998261970915,,-3,3629,66.44141225235313,3.0,14,1
UID_10034,23,22.719720446626628,2.7018856416768227,2,4225,16.52189125844102,41.0,21,1
UID_10035,2,15.169595111590056,1.5592758243358202,3,3067,14.561022520765446,60.0,14,0
UID_10036,17,1.8742870667119649,2.8028924364570336,0,1386,0.2547548906063376,14.0,1,1
UID_10037,0,12.93227157384714,0.3959188334280867,1,3776,59.48940963919315,75.0,0,1
UID_10038,1,8.69106767615806,0.1372940485158762,-5,2866,2.5006836554079235,82.0,22,0
UID_10039,16,16.26216667398112,1.455561840882705,-1,4788,38.028762356872,150.0,22,0
UID_10040,22,8.037396307836497,1.8072523591514456,-1,3363,163.66920433919597,87.0,25,0
UID_10041,16,11.426317792665506,1.4738442015247255,4,4889,5.796860390325048,12.0,10,0
UID_10042,13,14.524936394902284,0.0,-2,4124,112.44270581830988,13.0,9,1
UID_10043,11,16.328775970850607,1.428703968389769,0,148,238.2395784893735,25.0,29,0
UID_10044,0,5.998517964721119,0.4564243995961174,1,3850,3.1745282545278344,45.0,17,0
UID_10045,7,10.327493820795258,2.035738039064031,3,2058,107.23902732126378,19.0,17,0
UID_10046,10,9.62527344419522,1.7932785968774787,-5,1136,36.29168254870607,55.0,16,0
UID_10047,25,8.73335383713144,0.7480961709381158,0,186,118.49702927406432,45.0,25,0
UID_10048,18,20.827271201405484,1.0889064661306451,1,2854 UC,42.35210454556722,8.0,7,0
UID_10049,-5,14.024908554804778,0.6526291824888387,-3,1250,54.25204146345119,93.0,14,0
UID_10050,18,5.695580228324774,1.4498567221814624,2,1333,39.23888680435324,53.0,7,0
UID_10051,11,16.58930973527388,2.2641138564009906,-1,4193,99.93655480927774,55.0,16,0
UID_10052,8,22.610780985063165,0.7114191629315649,3,4150,66.19601884897996,32.0,11,0
UID_10053,21,17.162326302755734,1.903237212414276,-1,2711,36.82991392608497,51.0,26,0
UID_10054,25,4.403150170229933,1.075793905302047,3,4853,101.30861557657622,44.0,7,0
UID_10055,24,9.578829635668743,0.8657017341901246,4,4501 UC,14.070789484102452,,24,0
UID_10056,6,18.334555745933116,1.4143757120363538,-2,1785,8.559625334426608,70.0,13,0
UID_10057,11,8.461652671906096,999.9,3,750,8.741490824417466,150.0,3,0
UID_10058,18,14.219097140731142,,-1,1762,20.32394699899593,83.0,0,0
UID_10059,24,15.873170267146683,0.5416976859289212,4,3920,13.6357343222338,22.0,0,1
UID_10060,10,7.365347642109585,3.071780106333112,3,4460,133.02757960995072,37.0,18,0
UID_10061,13,11.702373219691,1.528210841577383,-3,481,5.593197182651249,,15,0
UID_10062,3,1.0,0.9402195936059315,-2,153,60.030712203703416,150.0,13,1
UID_10063,3,6.878061793328551,1.6711839285873775,3,1524,10.4880215423116,59.0,20,0
UID_10064,23,10.7371592430342,1.410137560247336,4,2120,106.70001135464496,3.0,15,0
UID_10065,28,5.7610840901757525,1.3232243203734215,0,2343,162.6155400267157,28.0,4,1
UID_10066,14,20.162056519658176,1.9913333600347405,-4,1240,31.31837196386573,74.0,8,1
UID_10067,25,4.849293110196837,,1,60,105.62778268157088,35.0,25,0
UID_10068,-5,9.79977756651508,1.075599081911578,-4,938,0.257922636200837,61.0,29,0
UID_10069,8,12.653702886430455,1.039345407484256,-4,1639,85.72517841395107,93.0,27,0
UID_10070,18,19.206366445330577,1.2799586422786848,-5,4120,12.979042586981487,54.0,1,0
UID_10071,30,4.820689244102804,0.0,-3,4226,119.68094158918976,63.0,17,0
UID_10072,14,17.815818760774796,0.2878471502411581,0,3569,0.056036963690825,,5,0
UID_10073,30,12.051165305097935,2.59349941395562,2,1252,40.6170056747006,97.0,8,0
UID_10074,0,7.092456744760245,2.8159741708010277,3,4203,70.65981038949944,7.0,0,0
UID_10075,23,14.310517371316354,1.3007711683548973,1,171,14.96670678852503,76.0,8,1
UID_10076,15,12.995298477867353,1.9612455704446128,-2,1458,10.729813219990788,49.0,24,0
UID_10077,12,8.998915614206027,1.749000123634829,0,3549,4.392307600485594,94.0,15,0
UID_10078,15,12.349010424950094,,-1,4197,19.75843318246302,85.0,12,0
UID_10079,0,10.0734320156912,2.395659929147661,2,2322,41.031338949657695,,8,0
UID_10080,12,12.56758672625624,1.3976659268153868,-5,1636,6.156079967033821,58.0,20,0
UID_10081,18,15.310653372605234,0.7355676475196593,-5,3115,23.635994706710463,61.0,12,0
UID_10082,29,19.93008408072676,0.2148429437939418,0,4090,0.4556904766980622,24.0,8,0
UID_10083,9,5.810922505865754,1.6627709086937783,4,3004,85.37443284533319,,10,0
UID_10084,6,22.665166873281333,0.8949194037725573,-4,329,6.874028624334835,37.0,3,0
UID_10085,9,2.2395610023874912,0.3621970323218606,-1,3640,16.657893140153426,4.0,1,0
UID_10086,24,11.241074524822084,0.9827416926059788,-5,3894,0.929981215375588,92.0,28,0
UID_10087,18,14.941586032422885,0.634761597108484,1,4107,28.302893272109905,20.0,5,0
UID_10088,9,13.404959338675162,2.849713308058052,-5,1341,91.66705721825954,60.0,13,1
UID_10089,20,,2.2053118055595604,-2,3663,24.891456549128065,24.0,3,0
UID_10090,15,10.959388748213623,1.4936218869467062,3,215,9.89190531645692,50.0,5,0
UID_10091,24,9.534995326705836,2.6839553111120207,-5,338,70.06001200039063,49.0,18,0
UID_10092,7,9.053176215278942,1.5618946461180947,-2,4062,77.74913928982883,,5,0
UID_10093,11,16.248010485105123,0.810972638937389,0,2708,9.543104697309818,,1,1
UID_10094,11,13.785077429825236,2.718499261815726,0,3152,73.6698198835283,,17,0
UID_10095,0,8.53545202369673,1.931128034947727,2,1750,147.15498766002065,98.0,12,1
UID_10096,17,16.497999377166252,0.6702030765388348,-5,2421 UC,9.098736063353858,66.0,8,0
UID_10097,17,13.536497604383047,1.3477290575331136,1,709,73.6982343108732,79.0,22,0
UID_10098,15,16.0643105941948,0.7995053972921942,-5,3726,61.64811588893958,34.0,18,0
UID_10099,12,15.14814420961806,0.3937602152285311,1,3642,32.08221480822916,36.0,12,1
UID_10100,0,7.855024945389639,2.240942038025313,-3,3993,2.9832785598129137,6.0,10,0
UID_10101,-5,9.199094799015151,3.027533312376105,2,488,3.8815618422796234,39.0,0,0
UID_10102,11,15.73646802561631,0.3811459409446869,-3,46,95.66743444060198,42.0,23,1
UID_10103,6,15.051851327167324,1.9503753893524567,-5,3359,231.00593172313268,58.0,29,0
UID_10104,13,11.89549203017926,0.9794859447025384,2,4873,56.35865319057466,12.0,21,0
UID_10105,19,12.58663691654391,1.1102996929882432,-3,4806,29.52576684812447,3.0,6,0
UID_10106,33,18.388324478942124,1.0260848606089046,-4,400,52.14567980041623,18.0,24,1
UID_10107,16,9.042143055820851,0.8088073842561472,-5,3990,45.11888088773375,,20,0
UID_10108,17,14.73548690585019,1.5388173023558616,-3,3157,24.193953303703307,21.0,14,1
UID_10109,14,10.98903673783053,0.8352399068711698,-4,4345,3.39393236829952,15.0,0,1
UID_10110,-5,10.9115939838639,1.7163654606238712,-4,390 UC,86.16196074443323,97.0,11,0
UID_10111,14,17.49388425993595,1.4598095124406905,0,3853,23.24750334057988,99.0,25,0
UID_10112,15,16.12708174494015,,-5,4430,85.40373287953726,26.0,6,0
UID_10113,39,16.067548180003193,0.7739490703667217,-4,628,14.551633952727077,,14,0
UID_10114,13,18.527394035771646,1.0385829355453338,0,4232,0.051500506199075,94.0,20,1
UID_10115,18,12.105019208163796,2.104312980660605,-3,2930,8.654511838758163,87.0,18,1
UID_10116,14,15.40976485647482,1.9007337500995043,-2,1521,31.606312266051635,42.0,27,0
UID_10117,3,,0.7179558041611591,-5,826,144.39201968722315,44.0,28,0
UID_10118,26,13.620831762442211,1.5794658443433809,2,4822,5.390042302933244,14.0,24,0
UID_10119,22,11.349284728161576,2.101109698697431,1,1500,96.27932509288291,78.0,0,0
UID_10120,22,12.484979824963592,0.1644757751029024,1,3294,37.435541757666016,2.0,16,0
UID_10121,5,14.975785127184569,1.934688153903948,-3,2419,87.41223572252397,37.0,16,0
UID_10122,29,,0.9699009928433228,4,934,17.717769736565796,69.0,2,0
UID_10123,0,22.461936378427303,1.9564789348745275,4,3042,91.61256487310736,38.0,11,0
UID_10124,20,6.96991309250149,0.8893926747659865,-3,4497,74.10124306601989,41.0,5,0
UID_10125,36,5.92905693606134,0.0560943194683847,-4,1466,13.07172423937386,62.0,25,0
UID_10126,5,17.790554367500338,0.1979660496934698,-5,3561 UC,7.039893706900713,60.0,10,0
UID_10127,-5,,1.5384679573291056,1,614,101.26824877174064,14.0,2,1
UID_10128,15,15.120599085260777,1.7077780013771855,1,1182,165.1626973778539,,7,0
UID_10129,9,15.1417275463214,0.7765466999164731,-4,3223,1.5901350530230518,84.0,13,1
UID_10130,0,11.938766135765428,2.010873967021899,1,2667,65.70241850685534,2.0,13,1
UID_10131,15,7.513728142570843,0.170783950184832,2,130,120.1338152081115,70.0,9,0
UID_10132,4,12.379022790968632,1.4471361610821467,-5,2983,97.37159755281532,17.0,1,1
UID_10133,19,8.614191442439441,0.5311870401900346,3,4278,166.93997162572975,89.0,13,0
UID_10134,5,,0.9785311137582726,1,4459,71.37542129908749,28.0,8,0
UID_10135,30,,1.5379189370531312,-3,38 UC,29.196593822032145,66.0,2,0
UID_10136,7,7.872514016037442,0.8116693077728381,2,3959,18.694833111315717,35.0,20,0
UID_10137,11,10.393070791735031,999.9,1,3587,19.33776715593496,5.0,25,0
UID_10138,23,14.064657271378122,2.3050342473715526,2,920,64.44435048029659,65.0,7,0
UID_10139,2,,1.038486504381481,0,2769 UC,68.48897664189364,40.0,15,0
UID_10140,17,7.888898022167843,2.1685536896521134,3,4111,11.179629077454432,76.0,1,0
UID_10141,28,13.21843605745956,0.5962345162739054,-1,492,101.2942097361333,,5,0
UID_10142,0,13.224832855543614,1.9238433423322263,-3,1131,62.74998043094888,36.0,27,1
UID_10143,16,9.46528412314435,2.6532548965263203,-3,3521,41.36254099785069,45.0,20,0
UID_10144,17,,0.0,-5,310,31.888694743137364,23.0,28,0
UID_10145,22,,0.8624837956236185,2,738 UC,39.17907198735981,,25,1
UID_10146,2,,1.961657701744432,-4,3241,8.672792971169416,31.0,24,0
UID_10147,1,,,-3,545,11.389042428562425,11.0,11,0
UID_10148,-5,8.40777889373782,1.796916698697047,2,2461,4.779557936100744,10.0,4,0
UID_10149,17,10.932764241440765,1.0168118506273436,2,4346,8.341589541770157,67.0,1,0
UID_10150,17,13.554537827990025,1.56927182997832,-2,4854,30.228767590918427,14.0,15,1
UID_10151,18,19.37678108474776,1.3754582116863363,-2,1804,37.788844895504845,80.0,4,0
UID_10152,8,16.288298116010097,2.434225649327846,-1,3212,0.9011670746148438,74.0,14,1
UID_10153,-5,11.200307350182864,1.7035366746409706,0,3810,79.67769368447051,93.0,11,0
UID_10154,17,11.904918960486556,1.7700821296601617,-1,813,17.418899618989634,10.0,3,0
UID_10155,7,6.987353176810956,1.170498427102026,1,4124,121.42784795443993,76.0,14,0
UID_10156,33,11.90743432003805,1.1099150207420052,-4,2032,171.3430911224138,94.0,10,0
UID_10157,19,10.556706805399308,1.1539534497443031,1,4572 UC,10.256518035943476,1.0,15,0
UID_10158,3,13.613592801690448,1.8155617139026372,4,4413,31.00387865139384,,22,1
UID_10159,21,7.863845282238385,1.1632124153437895,1,244,0.0616297249505142,20.0,5,1
UID_10160,5,14.596732571205862,1.7318198855171305,-5,4843,45.605880713029485,8.0,13,0
UID_10161,22,19.66369456501289,3.1603206389163514,1,4792,46.7362868930323,150.0,17,1
UID_10162,26,11.456199257715712,2.196899762745354,-1,271,14.220369045807605,76.0,11,1
UID_10163,6,14.008558610494706,1.239181174265727,-3,3511,40.868974070191946,1.0,26,0
UID_10164,24,15.450719958555563,2.460971137731156,-3,1771,12.779472530441812,57.0,10,0
UID_10165,19,9.993897640570818,,-2,1262,8.76682857979046,64.0,12,0
UID_10166,23,13.120462409052084,0.0,-4,2424,52.70864545858744,84.0,20,0
UID_10167,33,12.062962003908977,0.6935309512660767,-4,4361,19.720729328799564,28.0,22,0
UID_10168,12,12.48838049274416,0.0033664631793153,-5,920,44.6121039980764,37.0,10,0
UID_10169,7,8.134951080722669,1.218789212766953,-1,3430,28.39156266728381,,22,1
UID_10170,6,12.122550871294711,999.9,-2,4435 UC,207.8687147968963,76.0,15,0
UID_10171,6,14.489991456227248,2.8411498498202263,4,4484,8.101284479650461,37.0,14,0
UID_10172,14,19.25571803897521,1.76154189901133,-4,2624,31.236926337421195,49.0,20,1
UID_10173,18,16.796354130426035,1.3247195769529083,-3,3760,57.043112981724654,,27,1
UID_10174,17,22.765912287557786,2.1635244649467915,1,2050,25.17140960775739,56.0,14,0
UID_10175,23,8.163262185559752,0.0,1,3500,183.8472514176179,28.0,24,1
UID_10176,15,16.361603183603393,1.688491646486853,-2,1165,63.986501543732686,79.0,3,0
UID_10177,29,12.916710028691758,2.1166921551095736,-1,375,53.49888852147061,6.0,10,0
UID_10178,12,22.94901466608836,0.3171310033761267,-1,2033,70.74688825123027,61.0,18,0
UID_10179,42,7.958508573224242,,0,145,152.50798480309297,20.0,14,0
UID_10180,21,7.80139078909612,1.7707971259955313,3,4388,119.19987394578293,78.0,3,0
UID_10181,6,9.00303677277989,1.1677696688793588,-4,431,64.41943365114817,2.0,20,0
UID_10182,4,1.380521378450965,,-1,704,69.14732638890246,73.0,12,0
UID_10183,19,9.371224891596196,3.316554286243517,-3,2632,7.88664205770127,37.0,21,0
UID_10184,12,8.20433669223151,999.9,-2,4494 UC,5.423400529065474,20.0,18,0
UID_10185,22,12.751968932381038,1.698576469040269,4,963,42.30378892016971,,1,1
UID_10186,19,13.708779878885798,1.1325112803678046,0,2234,0.9269208213473842,150.0,13,0
UID_10187,14,21.380854196079436,0.8201245044281665,2,2041,32.92341343866761,1.0,28,0
UID_10188,6,16.75211919093025,2.1642686532353963,-5,1828,11.808246884112911,35.0,3,0
UID_10189,0,9.115481721687985,0.8151329392729062,4,2108,21.233663031804674,,15,0
UID_10190,10,7.507926643258211,1.557252989775514,2,4068,74.76189458200628,59.0,20,0
UID_10191,23,14.459595857532529,1.1178740425879066,1,938,141.71257273285937,69.0,19,1
UID_10192,17,5.398833964896789,1.8831838605971132,-5,4805,3.758610797818737,33.0,13,0
UID_10193,2,21.15729382927177,1.7669296842295583,-4,806,38.2044767645183,51.0,26,0
UID_10194,16,,2.33003195540632,-3,1463,107.0800985856394,78.0,28,0
UID_10195,18,9.654121739476476,1.0919868809162023,-5,3415,4.305600046954757,12.0,14,0
UID_10196,6,3.434327354545612,1.284100051765303,3,10,87.00981392888653,20.0,27,0
UID_10197,16,18.769361870827066,0.716989027374154,2,1868,22.14288004616273,53.0,2,0
UID_10198,15,11.42730077373691,1.1445653919391108,-4,4867,19.43738397936561,88.0,7,0
UID_10199,3,18.189081559867308,1.8018403944358816,3,884,189.6373571513603,43.0,15,0
UID_10200,33,17.606691434427155,613.3538544161962,-1,4402,10.428642298117982,84.0,15,1
UID_10201,23,21.939279256536693,418.2012119869898,4,4874,167.24881324524304,108.0,11,0
UID_10202,9,20.730732230391528,932.6352105056778,-2,2551,64.54722784133978,35.0,16,1
UID_10203,37,7.7872095587965955,865.9772831114583,0,3657,33.859110172134976,149.0,15,0
UID_10204,2,22.55314800020095,45.21414823917879,1,7,21.62959623664918,146.0,11,0
UID_10205,15,8.180025115104897,26.36433779980228,3,2555,195.29465535673788,98.0,7,0
UID_10206,33,10.847785000490706,376.4257205413618,-5,475,95.35428647614472,31.0,19,0
UID_10207,13,23.59156017630478,810.4722754487547,0,2211,203.28004002366004,102.0,2,0
UID_10208,17,20.66026752714198,987.177401702013,1,484,18.377773468131377,12.0,15,1
UID_10209,5,26.70060639649656,150.40184941441782,-3,4654,88.46062382476038,6.0,29,0
UID_10210,5,20.901771309434103,594.0713022805999,2,2285,151.32778929157197,39.0,12,0
UID_10211,18,18.19909689909306,380.8527675453584,-1,4563,221.7745709691087,70.0,22,0
UID_10212,30,3.8349410855643256,969.8174063748218,3,3525,89.43143372496291,130.0,27,0
UID_10213,34,12.128425103946116,842.0347112433951,-1,3339,175.55484216956478,109.0,18,0
UID_10214,18,9.025993611316858,838.2448718406667,3,2822,248.48447355656987,112.0,7,1
UID_10215,-3,8.384018989370972,468.64629047899075,4,4943,172.7428837119344,64.0,21,1
UID_10216,16,30.44685812744774,414.7780203874314,-2,2924,65.3746026140294,53.0,4,1
UID_10217,-4,12.8965748849761,273.37973122351315,3,258,6.89361219457003,56.0,19,1
UID_10218,18,27.99659137825289,56.36985910126202,-1,282,244.03195094225524,148.0,7,0
UID_10219,38,20.10056318271093,864.6359040174277,4,1898,6.015558839617691,7.0,23,0
UID_10220,24,25.053897030374323,812.8197190291645,3,4135,245.32260072251972,130.0,11,0
UID_10221,32,16.211636809044727,999.6177015188019,-3,2976,148.36834596278743,87.0,0,1
UID_10222,-4,,996.537173390198,-2,2267,263.37118398761237,66.0,24,0
UID_10223,15,15.90538677541039,555.3761624320672,3,3200,224.03465863981063,109.0,29,0
UID_10224,27,6.9087669028736975,768.9105164389924,4,612,279.8776456681237,74.0,20,0
UID_10225,6,22.86404334266714,944.6712533094397,0,687,98.39299855173952,131.0,19,0
UID_10226,16,9.497198599256444,849.5624259383437,-4,3690,215.17526392805112,135.0,5,1
UID_10227,38,1.7358900787268188,247.32336693302332,1,612,112.75511188648922,64.0,21,1
UID_10228,19,20.534352458912586,450.4990808965625,-4,2307,134.61123102294076,42.0,17,0
UID_10229,21,6.360016932891489,129.14649920997982,-4,3013,176.00744087043861,89.0,7,1
UID_10230,36,29.461716445847223,953.9556221559965,-5,1781,245.03530895453315,137.0,6,0
UID_10231,22,29.869367689295043,606.114016987435,-3,2591,275.99385060428517,32.0,0,0
UID_10232,10,28.687142521829692,228.61994122291236,0,2696,215.47953885354465,94.0,20,0
UID_10233,9,12.202356107879751,671.6335143374162,2,3958,117.19557544728826,95.0,15,0
UID_10234,41,1.467773748016251,618.06642763385,3,574,118.20229266737952,110.0,11,0
UID_10235,38,29.09431498567026,358.12690176103723,1,1910,206.87358426378665,21.0,5,1
UID_10236,-3,13.958418391596902,113.54623644040906,-2,3604,67.00590916690885,108.0,19,0
UID_10237,31,30.254510319093804,671.5060382732403,0,669,31.029041900409,136.0,1,1
UID_10238,1,30.16266490176051,520.2556701337029,-1,4364,99.48947974171077,28.0,28,0
UID_10239,15,26.815185964667634,772.2411598964658,2,1283,80.5948739878442,36.0,13,0
UID_10240,3,9.911100407089874,520.1114847618821,-5,923,83.13790696550112,146.0,3,0
UID_10241,33,12.654465744442392,852.0962821685082,-5,1125,65.55638280880585,28.0,0,0
UID_10242,12,26.758508672705617,551.8516480906081,0,1529,11.854659521595345,128.0,22,0
UID_10243,-2,10.5912190034542,560.8818777382327,4,1594,5.063448892905647,74.0,17,1
UID_10244,19,6.129470426522379,876.5659372980791,-4,246,277.0142236886377,38.0,12,0
UID_10245,8,17.850842676589803,403.4425179257758,-1,3711,120.0014107795026,131.0,1,0
UID_10246,3,29.331467408448592,134.00182692779566,-5,1560 UC,107.81877995135656,67.0,8,0
UID_10247,20,22.06440734384306,28.77979804570764,1,2400,190.62829027455044,78.0,20,0
UID_10248,-4,18.252135978996886,755.0617419480516,-5,2243 UC,61.251076172816816,55.0,1,0
UID_10249,14,3.9409161199887155,620.2475203983294,-2,3864,266.42577647536314,89.0,26,0
UID_10250,22,19.61236804011146,704.0093601224137,3,1939,220.54691380919107,25.0,24,0
UID_10251,41,30.96265057985012,212.94286509275983,-5,3069,25.12283121633186,59.0,8,0
UID_10252,1,5.239454651797324,136.3578384392111,-2,226,117.14341824731422,145.0,0,0
UID_10253,38,16.686551047010518,14.54321120131514,0,3547,246.56104913253373,39.0,10,0
UID_10254,2,27.552518107554032,350.55250005071633,0,264 UC,264.9594911425242,99.0,2,0
UID_10255,41,23.41836769984822,589.8586950859476,2,1395,131.11342308744918,49.0,19,0
UID_10256,29,22.09424562502047,392.20482069522234,-5,3557,172.05538596264188,116.0,29,1
UID_10257,8,,437.43117453152666,1,645,46.88872628371066,21.0,22,0
UID_10258,11,11.879517057997653,904.0682786242991,-5,2990,277.9805670946946,146.0,25,0
UID_10259,30,,348.220641476598,1,1899,65.01350396611369,69.0,3,0
UID_10260,34,25.494228765387458,513.9380902108948,-3,2504 UC,264.3986106945743,36.0,17,1
UID_10261,-2,25.516994274879373,783.574647439869,2,2772,182.215949627736,12.0,22,0
UID_10262,-4,27.240779636723985,396.50312804303803,-3,1154,170.46419888878762,26.0,5,0
UID_10263,0,28.63799925500736,622.0244915578506,-5,587,143.81214381148058,78.0,2,1
UID_10264,36,16.47509120046263,862.2774723758705,2,4571,64.73256866180158,51.0,21,0
UID_10265,-2,16.177717349648432,949.4256715952763,-3,1821,49.55091954371682,125.0,10,0
UID_10266,23,25.159331842850236,147.05877358094503,-4,985,61.87703116422967,65.0,14,0
UID_10267,12,20.670285758041526,926.4949663989782,-5,4079,52.3298019049088,38.0,21,0
UID_10268,20,22.244085116871293,492.0670814502302,-3,3348,218.6512214333507,93.0,27,1
UID_10269,38,25.08359675164036,258.2185638601284,-4,3831,98.22852498338064,106.0,4,0
UID_10270,28,,459.08984266263747,-4,1241,16.270901203839117,26.0,19,0
UID_10271,4,,979.9345720279484,0,189,271.7931419595167,26.0,9,0
UID_10272,30,12.36651382398435,492.5688321834703,-5,980,247.86986318914688,6.0,11,0
UID_10273,8,3.844237234138227,328.71873512647943,-4,1698,260.1982800695759,111.0,14,0
UID_10274,25,18.500872099138974,633.3375142312941,0,1715,279.0290581064765,100.0,16,0
UID_10275,42,2.0877446622763745,240.12160421631523,-3,2593,48.81267294979372,72.0,9,0
UID_10276,9,15.090698931683848,75.85574177585305,-2,4136,111.15991490988269,127.0,5,0
UID_10277,2,17.422411343646885,128.86683393845817,-5,4433,212.66568768568567,121.0,17,0
UID_10278,8,9.671786300642507,128.03303437387666,2,1098,195.21946244621387,88.0,12,0
UID_10279,17,18.88077540986129,151.88750324294313,1,2326,43.2047485741171,130.0,2,0
UID_10280,34,1.9230491163946213,138.81328993214518,1,3247,228.81554018765934,32.0,29,0
UID_10281,15,2.1302927908064326,640.8106573287342,-3,895,62.985855963219706,18.0,23,1
UID_10282,10,25.894901588674717,181.8618963907049,4,1674,62.81117543271198,41.0,9,0
UID_10283,39,11.900686189545368,345.63271659553084,4,2909,150.62204541773448,10.0,29,0
UID_10284,12,,896.6987310650212,-3,930,166.31507896093487,80.0,13,0
UID_10285,41,16.804991129579488,473.91424409884604,-4,4384,162.7108240902996,141.0,5,0
UID_10286,18,24.302821132205402,667.490982747175,-5,723,25.704906649804713,7.0,2,1
UID_10287,20,7.531533647378007,172.30263921450967,1,2940,246.09629257076884,19.0,15,0
UID_10288,19,19.850943991092834,192.2697899067899,1,1089,74.52719513168887,68.0,6,0
UID_10289,39,3.582926445076655,40.86452940485221,-4,4578,36.36818793173276,140.0,19,0
UID_10290,35,2.5640779060423426,168.91816956585734,1,935,249.26128959426345,48.0,13,0
UID_10291,23,17.080734555988833,278.56247999805544,2,2295,268.0213715079342,77.0,8,0
UID_10292,9,17.361596127617183,176.99278322831913,-5,155,241.79676728347593,7.0,14,0
UID_10293,39,20.29096018941566,88.6936635036799,3,1070,227.04420498025638,23.0,20,1
UID_10294,-5,22.974179403573203,120.62380751349075,1,1958,183.78491101412325,148.0,2,0
UID_10295,19,30.532853057918885,460.7326901559225,-3,2501,154.51489936647852,145.0,1,0
UID_10296,1,16.62513688399323,206.31308503395192,2,4219 UC,24.44306047915842,2.0,26,0
UID_10297,3,10.773844069411295,364.2334340619706,1,3830,114.58400008324168,143.0,1,1
UID_10298,18,25.06524261005216,503.36692912777136,2,854,104.55538504215741,96.0,2,0
UID_10299,-5,9.196374479494343,690.3257891465023,0,639,72.88787240056178,130.0,17,1
UID_10300,38,14.28488070801223,39.30820862711482,3,2238,202.90242985051216,69.0,13,0
UID_10301,2,3.3743770499657435,799.3304578691517,-1,1602,139.09775011507315,78.0,19,0
UID_10302,18,,627.8375994519587,-3,441,22.777299672716847,74.0,17,1
UID_10303,5,30.13326186974961,81.75085604567703,-3,4628,61.7920663218086,100.0,9,0
UID_10304,11,26.299816004927788,873.4912662443666,-5,1336,191.64096915437003,22.0,24,0
UID_10305,2,22.062724969533726,920.78031329176,2,3700,21.39900703410942,5.0,1,0
UID_10306,29,13.376411824261107,61.071852058878264,-4,948,238.73454278255338,47.0,24,1
UID_10307,29,6.244519941222034,276.849960382389,-3,3373,138.89327621279924,106.0,28,0
